1000000587.0,1000000587.0
1000001856.0,1000001856.0
1000047482.0,1000047482.0
1000047484.0,1000047484.0
1000048110.0,1000048110.0
1000048168.0,1000048168.0
1000049111.0,1000049111.0
1000049424.0,1000049424.0
1000049489.0,1000049489.0
1000050347.0,1000050347.0
1000052001.0,1000052001.0
1000052999.0,1000052999.0
1000053160.0,1000053160.0
1000053212.0,1000053212.0
1000053213.0,1000053213.0
1000053223.0,1000053223.0
1000053226.0,1000053226.0
1000053260.0,1000053260.0
1000057475.0,1000057475.0
1000057498.0,1000057498.0
1000057658.0,1000057658.0
1000057796.0,1000057796.0
1000061059.0,1000061059.0
1000061062.0,1000061062.0
1000061254.0,1000061254.0
1000061307.0,1000061307.0
1000061499.0,1000061499.0
1000063922.0,1000063922.0
1000064399.0,1000064399.0
1000095315.0,1000095315.0
1000096027.0,1000096027.0
1000097068.0,1000097068.0
1000097296.0,1000097296.0
1000097704.0,1000097704.0
1000099957.0,1000099957.0
1000100116.0,1000100116.0
1000100223.0,1000100223.0
1000106901.0,1000106901.0
1000107257.0,1000107257.0
1000107922.0,1000107922.0
1000108475.0,1000108475.0
1000108621.0,1000108621.0
1000108682.0,1000108682.0
1000110417.0,1000110417.0
1000112603.0,1000112603.0
1000113617.0,1000113617.0
1000115540.0,1000115540.0
1000115606.0,1000115606.0
1000118238.0,1000118238.0
1000119350.0,1000119350.0
1000120933.0,1000120933.0
1000121022.0,1000121022.0
1000121630.0,1000121630.0
1000121747.0,1000121747.0
1000123779.0,1000123779.0
1000126646.0,1000126646.0
1000127902.0,1000127902.0
1000128407.0,1000128407.0
1000128536.0,1000128536.0
1000129853.0,1000129853.0
1000130010.0,1000130010.0
1000130319.0,1000130319.0
1000130402.0,1000130402.0
1000133126.0,1000133126.0
1000133429.0,1000133429.0
1000136650.0,1000136650.0
1000143641.0,1000143641.0
1000146967.0,1000146967.0
1000148020.0,1000148020.0
1000149534.0,1000149534.0
1000150214.0,1000150214.0
1000150461.0,1000150461.0
1000151507.0,1000151507.0
1000151867.0,1000151867.0
1000151960.0,1000151960.0
1000151961.0,1000151961.0
1000152438.0,1000152438.0
1000153300.0,1000153300.0
1000153620.0,1000153620.0
1000166937.0,1000166937.0
1000168140.0,1000168140.0
1000168984.0,1000168984.0
1000170732.0,1000170732.0
1000175574.0,1000175574.0
1000187102.0,1000187102.0
1000187105.0,1000187105.0
1000208180.0,1000208180.0
1000210630.0,1000210630.0
1000218120.0,1000218120.0
1000223151.0,1000223151.0
1000227508.0,1000227508.0
1000227904.0,1000227904.0
1000228755.0,1000228755.0
1000261419.0,1000261419.0
1000261977.0,1000261977.0
1000263169.0,1000263169.0
1000263876.0,1000263876.0
1000266586.0,1000266586.0
1000266637.0,1000266637.0
1000267548.0,1000267548.0
1000271132.0,1000271132.0
1000273045.0,1000273045.0
1000273316.0,1000273316.0
1000273522.0,1000273522.0
1000274588.0,1000274588.0
1000275061.0,1000275061.0
1000275369.0,1000275369.0
1000275429.0,1000275429.0
1000278084.0,1000278084.0
1000278790.0,1000278790.0
1000280405.0,1000280405.0
1000281290.0,1000281290.0
1000281297.0,1000281297.0
1000281573.0,1000281573.0
1000281678.0,1000281678.0
