1000285266.0,1000285266.0
1000285671.0,1000285671.0
1000286633.0,1000286633.0
1000286634.0,1000286634.0
1000287342.0,1000287342.0
1000287550.0,1000287550.0
1000289980.0,1000289980.0
1000290067.0,1000290067.0
1000290671.0,1000290671.0
1000292180.0,1000292180.0
1000293574.0,1000293574.0
1000293810.0,1000293810.0
1000294283.0,1000294283.0
1000296401.0,1000296401.0
1000296504.0,1000296504.0
1000297061.0,1000297061.0
1000298296.0,1000298296.0
1000298607.0,1000298607.0
1000298882.0,1000298882.0
1000298949.0,1000298949.0
1000299108.0,1000299108.0
1000299418.0,1000299418.0
1000299731.0,1000299731.0
1000299928.0,1000299928.0
1000300039.0,1000300039.0
1000300433.0,1000300433.0
1000302269.0,1000302269.0
1000302322.0,1000302322.0
1000302504.0,1000302504.0
1000302875.0,1000302875.0
1000304305.0,1000304305.0
1000305622.0,1000305622.0
1000306031.0,1000306031.0
1000307165.0,1000307165.0
1000307821.0,1000307821.0
1000309479.0,1000309479.0
1000309910.0,1000309910.0
1000312862.0,1000312862.0
1000313518.0,1000313518.0
1000313953.0,1000313953.0
1000314090.0,1000314090.0
1000315482.0,1000315482.0
1000317297.0,1000317297.0
1000319656.0,1000319656.0
1000320759.0,1000320759.0
1000322852.0,1000322852.0
1000323898.0,1000323898.0
1000326536.0,1000326536.0
1000328444.0,1000328444.0
1000328670.0,1000328670.0
1000330132.0,1000330132.0
1000331329.0,1000331329.0
1000332018.0,1000332018.0
1000332932.0,1000332932.0
1000333554.0,1000333554.0
1000333684.0,1000333684.0
1000335281.0,1000335281.0
1000338134.0,1000338134.0
1000340225.0,1000340225.0
1000340713.0,1000340713.0
1000340873.0,1000340873.0
1000340915.0,1000340915.0
1000345564.0,1000345564.0
1000347874.0,1000347874.0
1000349578.0,1000349578.0
1000350046.0,1000350046.0
1000350829.0,1000350829.0
1000354065.0,1000354065.0
1000356588.0,1000356588.0
1000357088.0,1000357088.0
1000366563.0,1000366563.0
1000372557.0,1000372557.0
1000380605.0,1000380605.0
1000381078.0,1000381078.0
1000382717.0,1000382717.0
1000383908.0,1000383908.0
1000407365.0,1000407365.0
1000408285.0,1000408285.0
1000415176.0,1000415176.0
1000425567.0,1000425567.0
1000468459.0,1000468459.0
1000473365.0,1000473365.0
1000473635.0,1000473635.0
1000485087.0,1000485087.0
1000487121.0,1000487121.0
1000487808.0,1000487808.0
1000489350.0,1000489350.0
1000490245.0,1000490245.0
1000490619.0,1000490619.0
1000491186.0,1000491186.0
1000508333.0,1000508333.0
1000508700.0,1000508700.0
1000508726.0,1000508726.0
1000509977.0,1000509977.0
1000510063.0,1000510063.0
1000510064.0,1000510064.0
1000510301.0,1000510301.0
1000510302.0,1000510302.0
1000510338.0,1000510338.0
1000511623.0,1000511623.0
1000512720.0,1000512720.0
1000512851.0,1000512851.0
1000513547.0,1000513547.0
1000514278.0,1000514278.0
1000517726.0,1000517726.0
1000522139.0,1000522139.0
1000522397.0,1000522397.0
1000526205.0,1000526205.0
1000534802.0,1000534802.0
1000536826.0,1000536826.0
1000539616.0,1000539616.0
1000547473.0,1000547473.0
1000548880.0,1000548880.0
1000551553.0,1000551553.0
1000553295.0,1000553295.0
1000553360.0,1000553360.0
1000553717.0,1000553717.0
1000553871.0,1000553871.0
1000554437.0,1000554437.0
1000558368.0,1000558368.0
1000563192.0,1000563192.0
1000563356.0,1000563356.0
1000563396.0,1000563396.0
1000563763.0,1000563763.0
1000564433.0,1000564433.0
1000566706.0,1000566706.0
1000569854.0,1000569854.0
1000572503.0,1000572503.0
1000573959.0,1000573959.0
1000574147.0,1000574147.0
1000574148.0,1000574148.0
1000578648.0,1000578648.0
1000579562.0,1000579562.0
1000579759.0,1000579759.0
1000580487.0,1000580487.0
1000581023.0,1000581023.0
1000581749.0,1000581749.0
1000586459.0,1000586459.0
1000587203.0,1000587203.0
1000587362.0,1000587362.0
1000588167.0,1000588167.0
1000588529.0,1000588529.0
1000592454.0,1000592454.0
1000596755.0,1000596755.0
1000599507.0,1000599507.0
1000600773.0,1000600773.0
1000601217.0,1000601217.0
1000605892.0,1000605892.0
1000613458.0,1000613458.0
1000614860.0,1000614860.0
1000615798.0,1000615798.0
1000615799.0,1000615799.0
1000617207.0,1000617207.0
1000617299.0,1000617299.0
1000619011.0,1000619011.0
1000619578.0,1000619578.0
1000619824.0,1000619824.0
1000620109.0,1000620109.0
1000620693.0,1000620693.0
1000621393.0,1000621393.0
1000622111.0,1000622111.0
1000622872.0,1000622872.0
1000629175.0,1000629175.0
1000629176.0,1000629176.0
1000629291.0,1000629291.0
1000629841.0,1000629841.0
1000630081.0,1000630081.0
1000632025.0,1000632025.0
1000632089.0,1000632089.0
1000632139.0,1000632139.0
1000632308.0,1000632308.0
1000635417.0,1000635417.0
1000637166.0,1000637166.0
1000638188.0,1000638188.0
1000638515.0,1000638515.0
1000638950.0,1000638950.0
1000639644.0,1000639644.0
1000642000.0,1000642000.0
1000642243.0,1000642243.0
1000642411.0,1000642411.0
1000644936.0,1000644936.0
1000645133.0,1000645133.0
1000648400.0,1000648400.0
1000648543.0,1000648543.0
1000648942.0,1000648942.0
1000650142.0,1000650142.0
1000650361.0,1000650361.0
1000651297.0,1000651297.0
1000651656.0,1000651656.0
1000652086.0,1000652086.0
1000656599.0,1000656599.0
1000656750.0,1000656750.0
1000657581.0,1000657581.0
1000657961.0,1000657961.0
1000660893.0,1000660893.0
1000663096.0,1000663096.0
1000663772.0,1000663772.0
1000663946.0,1000663946.0
1000664607.0,1000664607.0
1000664864.0,1000664864.0
1000665939.0,1000665939.0
1000668436.0,1000668436.0
1000670929.0,1000670929.0
1000671688.0,1000671688.0
1000674667.0,1000674667.0
1000675947.0,1000675947.0
1000677172.0,1000677172.0
1000677985.0,1000677985.0
1000678034.0,1000678034.0
1000678367.0,1000678367.0
1000679490.0,1000679490.0
1000679629.0,1000679629.0
1000679794.0,1000679794.0
1000684775.0,1000684775.0
1000684841.0,1000684841.0
1000690119.0,1000690119.0
1000693576.0,1000693576.0
1000695087.0,1000695087.0
1000695163.0,1000695163.0
1000699996.0,1000699996.0
1000700278.0,1000700278.0
1000700343.0,1000700343.0
1000700914.0,1000700914.0
1000702931.0,1000702931.0
1000702932.0,1000702932.0
1000703673.0,1000703673.0
1000704101.0,1000704101.0
1000707408.0,1000707408.0
1000710714.0,1000710714.0
1000711216.0,1000711216.0
1000711217.0,1000711217.0
1000712233.0,1000712233.0
1000712234.0,1000712234.0
1000712604.0,1000712604.0
1000716114.0,1000716114.0
1000716224.0,1000716224.0
1000716607.0,1000716607.0
1000718375.0,1000718375.0
1000721342.0,1000721342.0
1000721977.0,1000721977.0
1000722620.0,1000722620.0
1000722738.0,1000722738.0
1000722918.0,1000722918.0
1000726207.0,1000726207.0
1000726304.0,1000726304.0
1000730612.0,1000730612.0
1000730806.0,1000730806.0
1000731122.0,1000731122.0
1000731384.0,1000731384.0
1000733043.0,1000733043.0
1000733336.0,1000733336.0
1000736771.0,1000736771.0
1000737002.0,1000737002.0
1000737226.0,1000737226.0
1000749414.0,1000749414.0
1000755717.0,1000755717.0
1000755911.0,1000755911.0
1000758875.0,1000758875.0
1000759622.0,1000759622.0
1000760280.0,1000760280.0
1000762728.0,1000762728.0
1000764424.0,1000764424.0
1000765860.0,1000765860.0
1000767089.0,1000767089.0
1000769571.0,1000769571.0
1000771241.0,1000771241.0
1000774971.0,1000774971.0
1000778249.0,1000778249.0
1000778877.0,1000778877.0
1000779435.0,1000779435.0
1000779811.0,1000779811.0
1000781529.0,1000781529.0
1000782490.0,1000782490.0
1000786842.0,1000786842.0
1000787793.0,1000787793.0
1000789894.0,1000789894.0
1000790386.0,1000790386.0
1000793092.0,1000793092.0
1000793093.0,1000793093.0
1000793376.0,1000793376.0
1000810154.0,1000810154.0
1000814735.0,1000814735.0
1000815775.0,1000815775.0
1000818833.0,1000818833.0
1000821856.0,1000821856.0
